"id","surname","name","country"
"17","Оруэлл","Джордж","Англия"
"18","Фицджеральд","Фрэнсис Скотт","США"
"19","Хемингуэй","Эрнест","США"
"id","author_id","title","genre","price","weight","year_publication","pages","count"
"15","18","Преступление и наказание","проза","650.00","0.500","1866","500","50"
"16","19","Новое название","проза","24.99","0.450","1868","600","50"
"18","19","Анна Каренина","проза","24.49","0.700","1877","864","50"
"19","18","1984","проза","18.37","0.300","1949","328","50"
"21","17","Старик и море","другое","138.04","0.200","1952","127","50"
"23","19","linux компьютер","проза","1.22","1.000","2000","456","50"
"31","19","linux компьютер","проза","1.22","1.000","1",NULL,"50"
"76","18","Преступление и наказание","проза","19.99","0.500","1866","500","50"
"78","17","оч дорогая книг","другое","5000.00","1.500","2023","350","50"
"81","17","Книга 1","другое","500.00","1.200","2020","350","10"
"82","17","Книга 2","другое","300.00","1.000","2021","250","5"
"83","17","Книга 2","другое","20.00","1.500","2023","300","100"
"id","surname","name","title","price","year_publication","arrival_date"
"order_id","book_id","count"
"Grand Theft Auto IV","1","Action,Racing / Driving","PlayStation 3","2008"
"Gears of War 2","2","Action","X360","2008"
"Pokmon: Platinum Version","1","Adventure,Role-Playing (RPG)","Nintendo DS","2008"
"Metal Gear Solid 4: Guns of the Patriots","1","Action","PlayStation 3","2008"
"Fable II","1","Role-Playing (RPG)","X360","2008"
"Call of Duty: World at War","4","Action","PlayStation 3","2008"
"Guitar Hero: World Tour","4","Action,Simulation","Nintendo Wii","2008"
"LittleBigPlanet","4","Action","PlayStation 3","2008"
"Fallout 3","1","Action,Role-Playing (RPG)","X360","2008"
"LEGO Indiana Jones: The Original Adventures","2","Action","X360","2008"
"Left 4 Dead","2","Action","X360","2008"
"Madden NFL 09","4","Sports","X360","2008"
"Guitar Hero: On Tour","1","Action,Simulation","Nintendo DS","2008"
"Kung Fu Panda","4","Action","X360","2008"
"Rock Band 2","4","Action,Simulation","X360","2008"
"Sega Superstars Tennis","4","Sports","X360","2008"
"Guitar Hero: World Tour","4","Action,Simulation","X360","2008"
"Animal Crossing: City Folk","1","Simulation","Nintendo Wii","2008"
"Mario & Sonic at the Olympic Games","1","Action,Sports","Nintendo DS","2008"
"Madden NFL 09","4","Sports","PlayStation 3","2008"
"LEGO Batman: The Videogame","2","Action","X360","2008"
"Tom Clancy's Rainbow Six: Vegas 2","2","Action","X360","2008"
"Kirby Super Star Ultra","1","Action","Nintendo DS","2008"
"Star Wars: The Force Unleashed","1","Action","X360","2008"
"God of War: Chains of Olympus","1","Action","Sony PSP","2008"
"Fallout 3","1","Action,Role-Playing (RPG)","PlayStation 3","2008"
"Pure","1","Racing / Driving,Sports","X360","2008"
"LEGO Indiana Jones: The Original Adventures","2","Action","Nintendo Wii","2008"
"Rock Band","2","Action,Simulation","Nintendo Wii","2008"
"LEGO Batman: The Videogame","1","Action,Racing / Driving","Nintendo DS","2008"
"Saints Row 2","1","Action,Racing / Driving","X360","2008"
"LEGO Batman: The Videogame","2","Action","Nintendo Wii","2008"
"Call of Duty: World at War","2","Action","Nintendo Wii","2008"
"Midnight Club: Los Angeles","1","Racing / Driving","X360","2008"
"Mortal Kombat vs. DC Universe","2","Action","PlayStation 3","2008"
"Army of Two","2","Action","X360","2008"
"Resistance 2","2","Action","PlayStation 3","2008"
"Rock Band 2","1","Action,Simulation","PlayStation 3","2008"
"Midnight Club: Los Angeles","1","Racing / Driving","PlayStation 3","2008"
"Sonic Unleashed","1","Action","Nintendo Wii","2008"
"NBA 2K9 ","1","Sports","X360","2008"
"Guitar Hero: World Tour","4","Action,Simulation","PlayStation 3","2008"
"Guitar Hero: Aerosmith","1","Action,Simulation","Nintendo Wii","2008"
"Star Wars: The Force Unleashed","2","Action","Nintendo Wii","2008"
"Burnout Paradise","1","Action,Racing / Driving","PlayStation 3","2008"
"Pokmon Ranger: Shadows of Almia","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"Mortal Kombat vs. DC Universe","2","Action","X360","2008"
"Dead Space","1","Action","PlayStation 3","2008"
"Shaun White Snowboarding: Road Trip","1","Sports","Nintendo Wii","2008"
"Star Wars: The Force Unleashed","1","Action","PlayStation 3","2008"
"Guitar Hero: Aerosmith","2","Action,Simulation","X360","2008"
"SOCOM: U.S. Navy SEALs - Confrontation","1","Action","PlayStation 3","2008"
"SoulCalibur IV","2","Action","X360","2008"
"Battlefield: Bad Company","1","Action","X360","2008"
"Saints Row 2","1","Action,Racing / Driving","PlayStation 3","2008"
"Guitar Hero: On Tour - Decades","1","Action,Simulation","Nintendo DS","2008"
"Devil May Cry 4","1","Action","X360","2008"
"Mystery Case Files: MillionHeir","1","Adventure","Nintendo DS","2008"
"Battlefield: Bad Company","1","Action","PlayStation 3","2008"
"Army of Two","2","Action","PlayStation 3","2008"
"Rayman Raving Rabbids TV Party","4","Action,Racing / Driving,Sports,Strategy","Nintendo Wii","2008"
"The House of the Dead 2 & 3 Return","2","Action","Nintendo Wii","2008"
"Far Cry 2","1","Action","X360","2008"
"Boom Blox","4","Action,Strategy","Nintendo Wii","2008"
"Spore Creatures","1","Adventure,Simulation","Nintendo DS","2008"
"Madden NFL 09","4","Sports","Sony PSP","2008"
"NCAA Football 09","4","Sports","X360","2008"
"MLB 08: The Show","2","Sports","PlayStation 3","2008"
"Tom Clancy's Rainbow Six: Vegas 2","2","Action","PlayStation 3","2008"
"Mercenaries 2: World in Flames","1","Action","X360","2008"
"Need for Speed: Undercover","1","Racing / Driving","X360","2008"
"Guitar Hero: Aerosmith","2","Action,Simulation","PlayStation 3","2008"
"SoulCalibur IV","2","Action","PlayStation 3","2008"
"Valkyria Chronicles","1","Action,Role-Playing (RPG),Strategy","PlayStation 3","2008"
"Harvest Moon: Tree of Tranquility","1","Role-Playing (RPG),Simulation","Nintendo Wii","2008"
"Star Wars: The Clone Wars - Jedi Alliance","1","Action,Adventure","Nintendo DS","2008"
"Need for Speed: Undercover","1","Racing / Driving","PlayStation 3","2008"
"Wario Land: Shake It!","1","Action","Nintendo Wii","2008"
"NBA 2K9","7","Sports","PlayStation 3","2008"
"Major League Baseball 2K9","1","Sports","X360","2008"
"NCAA Football 09","4","Sports","PlayStation 3","2008"
"Kung Fu Panda","1","Action","Nintendo DS","2008"
"Devil May Cry 4","1","Action","PlayStation 3","2008"
"Tom Clancy's EndWar","1","Strategy","X360","2008"
"LEGO Batman: The Videogame","1","Action","Sony PSP","2008"
"BioShock","1","Action","PlayStation 3","2008"
"Bully: Scholarship Edition","1","Action,Adventure","X360","2008"
"Prince of Persia","1","Action","X360","2008"
"Kung Fu Panda","4","Action","Nintendo Wii","2008"
"Sonic Chronicles: The Dark Brotherhood","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"Chrono Trigger","2","Role-Playing (RPG)","Nintendo DS","2008"
"Tomb Raider: Underworld","1","Action","X360","2008"
"skate it","4","Action,Sports","Nintendo Wii","2008"
"The Legendary Starfy","1","Action,Adventure","Nintendo DS","2008"
"Mirror's Edge","1","Action","X360","2008"
"Haze","2","Action","PlayStation 3","2008"
"Dissidia: Final Fantasy","1","Action,Role-Playing (RPG)","Sony PSP","2008"
"Sid Meier's Civilization: Revolution","1","Strategy","X360","2008"
"Wall-E","4","Action","Nintendo Wii","2008"
"Prince of Persia","1","Action","PlayStation 3","2008"
"NHL 09 ","1","Sports","X360","2008"
"Brothers in Arms: Hell's Highway","1","Action","X360","2008"
"Shaun White Snowboarding","1","Sports","X360","2008"
"Turok","1","Action","X360","2008"
"Iron Man","1","Action","Sony PSP","2008"
"De Blob","4","Action","Nintendo Wii","2008"
"Sonic Riders: Zero Gravity","4","Racing / Driving","Nintendo Wii","2008"
"Rhythm Heaven","1","Action","Nintendo DS","2008"
"Tomb Raider: Underworld","1","Action","PlayStation 3","2008"
"Advance Wars: Days of Ruin","4","Strategy","Nintendo DS","2008"
"LEGO Batman: The Videogame","2","Action","PlayStation 3","2008"
"Far Cry 2","1","Action","PlayStation 3","2008"
"Harvest Moon: Island of Happiness","1","Simulation,Strategy","Nintendo DS","2008"
"Brothers in Arms: Hell's Highway","1","Action","PlayStation 3","2008"
"Sonic Unleashed","1","Action,Adventure","PlayStation 3","2008"
"Pinball Hall of Fame: The Williams Collection","1","Simulation","Nintendo Wii","2008"
"Sonic Unleashed","1","Action,Adventure","X360","2008"
"Samba de Amigo","2","Action","Nintendo Wii","2008"
"?kami","1","Action","Nintendo Wii","2008"
"LEGO Indiana Jones: The Original Adventures","2","Action","PlayStation 3","2008"
"MotorStorm: Pacific Rift","4","Action,Racing / Driving,Sports","PlayStation 3","2008"
"Tiger Woods PGA Tour 09","4","Sports","X360","2008"
"SimCity Creator","1","Simulation","Nintendo Wii","2008"
"Tiger Woods PGA Tour 09","4","Sports","PlayStation 3","2008"
"Sid Meier's Civilization: Revolution","1","Simulation,Strategy","Nintendo DS","2008"
"Pure","1","Racing / Driving,Sports","PlayStation 3","2008"
"Turok","1","Action","PlayStation 3","2008"
"Crash: Mind over Mutant","1","Action","Nintendo Wii","2008"
"Spider-Man: Web of Shadows","1","Action","X360","2008"
"Frontlines: Fuel of War","1","Action","X360","2008"
"GRID","1","Racing / Driving,Simulation,Sports","X360","2008"
"Too Human","1","Action,Role-Playing (RPG)","X360","2008"
"Speed Racer: The Videogame","2","Racing / Driving","Nintendo Wii","2008"
"LEGO Indiana Jones: The Original Adventures","1","Action","Sony PSP","2008"
"SEGA Bass Fishing","1","Sports","Nintendo Wii","2008"
"The Chronicles of Narnia: Prince Caspian","2","Action,Role-Playing (RPG)","Nintendo Wii","2008"
"Iron Man","1","Action","Nintendo DS","2008"
"The Sims 2: Apartment Pets","1","Simulation","Nintendo DS","2008"
"MLB 08: The Show","1","Sports","Sony PSP","2008"
"Iron Man","1","Action","PlayStation 3","2008"
"Madagascar: Escape 2 Africa","1","Action,Adventure","Nintendo DS","2008"
"GRID","1","Racing / Driving,Simulation,Sports","PlayStation 3","2008"
"NHL 09","1","Sports","PlayStation 3","2008"
"Banjo-Kazooie: Nuts & Bolts","1","Action,Adventure,Racing / Driving,Sports","X360","2008"
"Hot Shots Golf: Out of Bounds","4","Sports","PlayStation 3","2008"
"Rune Factory 2: A Fantasy Harvest Moon","1","Action,Role-Playing (RPG),Simulation","Nintendo DS","2008"
"SimCity Creator","1","Simulation","Nintendo DS","2008"
"Patapon","1","Action,Strategy","Sony PSP","2008"
"Shaun White Snowboarding","1","Sports","PlayStation 3","2008"
"Iron Man","1","Action","Nintendo Wii","2008"
"Sega Superstars Tennis","1","Sports","Nintendo DS","2008"
"Lost Planet: Extreme Condition","1","Action","PlayStation 3","2008"
"Mirror's Edge","1","Action","PlayStation 3","2008"
"The Incredible Hulk","1","Action","Nintendo Wii","2008"
"Condemned 2: Bloodshot","1","Action,Adventure","X360","2008"
"Sega Superstars Tennis","4","Sports","Nintendo Wii","2008"
"Speed Racer: The Videogame","1","Racing / Driving","Nintendo DS","2008"
"Viva Pi$?ata: Pocket Paradise","1","Simulation,Strategy","Nintendo DS","2008"
"Tom Clancy's EndWar","1","Strategy","PlayStation 3","2008"
"Iron Man","1","Action","X360","2008"
"Need for Speed: Undercover","4","Racing / Driving","Nintendo Wii","2008"
"Wall-E","4","Action","X360","2008"
"Spectrobes: Beyond the Portals","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"MX vs. ATV Untamed","1","Educational","Sony PSP","2008"
"Mercenaries 2: World in Flames","1","Action","PlayStation 3","2008"
"Infinite Undiscovery","1","Action,Role-Playing (RPG)","X360","2008"
"TNA iMPACT!","4","Sports","X360","2008"
"Enemy Territory: Quake Wars","1","Action","X360","2008"
"Fire Emblem: Shadow Dragon","1","Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Neopets Puzzle Adventure","1","Adventure,Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Tales of Vesperia","1","Adventure,Role-Playing (RPG)","X360","2008"
"SingStar ABBA","8","Action","PlayStation 3","2008"
"Dragon Ball Z: Burst Limit","2","Action","X360","2008"
"Apollo Justice: Ace Attorney","1","Adventure,Simulation","Nintendo DS","2008"
"Castlevania: Order of Ecclesia","1","Action,Adventure,Role-Playing (RPG)","Nintendo DS","2008"
"Mega Man Star Force 2: Zerker X Ninja","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"Enemy Territory: Quake Wars","1","Action","PlayStation 3","2008"
"Namco Museum: Virtual Arcade","1","Action,Racing / Driving","X360","2008"
"NASCAR 09","1","Racing / Driving,Sports","X360","2008"
"Turning Point: Fall of Liberty","1","Action","X360","2008"
"Summer Athletics 2009","4","Sports","Nintendo Wii","2008"
"Unreal Tournament III","2","Action","X360","2008"
"Shaun White Snowboarding","1","Racing / Driving,Sports","Nintendo DS","2008"
"Dark Sector","1","Action","PlayStation 3","2008"
"The Last Remnant","1","Role-Playing (RPG)","X360","2008"
"Dragon Ball Z: Burst Limit","2","Action","PlayStation 3","2008"
"NASCAR 09","1","Racing / Driving,Sports","PlayStation 3","2008"
"Turning Point: Fall of Liberty","1","Action","PlayStation 3","2008"
"MX vs. ATV Untamed","1","Racing / Driving","Nintendo Wii","2008"
"Crash: Mind over Mutant","1","Action","X360","2008"
"The Incredible Hulk","1","Action","X360","2008"
"Silent Hill: Homecoming","1","Action","X360","2008"
"TNA iMPACT!","4","Sports","PlayStation 3","2008"
"The Incredible Hulk","1","Action","PlayStation 3","2008"
"Kung Fu Panda","1","Action","PlayStation 3","2008"
"Dark Sector","1","Action","X360","2008"
"Tales of Symphonia: Dawn of the New World","4","Role-Playing (RPG)","Nintendo Wii","2008"
"Valkyrie Profile: Covenant of the Plume","1","Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Spider-Man: Web of Shadows","1","Action","PlayStation 3","2008"
"TV Show King","4","Strategy","Nintendo Wii","2008"
"AC/DC Live: Rock Band - Track Pack","4","Action,Simulation","X360","2008"
"The Chronicles of Narnia: Prince Caspian","1","Role-Playing (RPG)","Nintendo DS","2008"
"Hot Shots Golf: Open Tee 2","1","Sports","Sony PSP","2008"
"AC/DC Live: Rock Band - Track Pack","1","Action,Simulation","PlayStation 3","2008"
"Harvest Moon: Magical Melody","4","Role-Playing (RPG),Simulation","Nintendo Wii","2008"
"Dynasty Warriors 6","2","Action,Strategy","PlayStation 3","2008"
"Order Up!","1","Action,Simulation","Nintendo Wii","2008"
"NBA Ballers: Chosen One","4","Sports","X360","2008"
"Age of Empires: Mythologies","1","Strategy","Nintendo DS","2008"
"LocoRoco 2","1","Action,Strategy","Sony PSP","2008"
"Star Ocean: First Departure","1","Action,Role-Playing (RPG)","Sony PSP","2008"
"Lost: Via Domus","1","Action,Adventure","PlayStation 3","2008"
"Tetris Party","4","Strategy","Nintendo Wii","2008"
"Bully: Scholarship Edition","2","Action,Adventure","Nintendo Wii","2008"
"The Spiderwick Chronicles","2","Action,Adventure","Nintendo Wii","2008"
"Dynasty Warriors 6","2","Action,Strategy","X360","2008"
"Facebreaker","2","Sports","X360","2008"
"Ninja Gaiden: Dragon Sword","1","Action","Nintendo DS","2008"
"Condemned 2: Bloodshot","1","Action,Adventure","PlayStation 3","2008"
"Silent Hill: Homecoming","1","Action","PlayStation 3","2008"
"Command & Conquer: Red Alert 3","1","Strategy","X360","2008"
"Viking: Battle for Asgard","1","Action","X360","2008"
"Beijing 2008","4","Sports","X360","2008"
"Don King Presents: Prizefighter","2","Sports","X360","2008"
"Bomberman","1","Action,Strategy","Sony PSP","2008"
"Ferrari Challenge Trofeo Pirelli","1","Racing / Driving","PlayStation 3","2008"
"Command & Conquer 3: Kane's Wrath","1","Strategy","X360","2008"
"Lost: Via Domus","1","Action,Adventure","X360","2008"
"NHL 2K9 ","1","Sports","X360","2008"
"Eternal Sonata","2","Role-Playing (RPG)","PlayStation 3","2008"
"Viva Pi$?ata: Trouble in Paradise","2","Racing / Driving,Simulation,Strategy","X360","2008"
"FlatOut: Head On","1","Racing / Driving,Sports","Sony PSP","2008"
"Viking: Battle for Asgard","1","Action","PlayStation 3","2008"
"Neopets Puzzle Adventure","1","Role-Playing (RPG),Strategy","Nintendo Wii","2008"
"TNA iMPACT!","1","Sports","Nintendo Wii","2008"
"Tomb Raider: Underworld","1","Action","Nintendo Wii","2008"
"The Club","4","Action","X360","2008"
"The Chronicles of Narnia: Prince Caspian","2","Action,Role-Playing (RPG)","X360","2008"
"Cabela's Dangerous Hunts 2009","1","Sports","X360","2008"
"Dark Messiah of Might and Magic: Elements","1","Action,Role-Playing (RPG)","X360","2008"
"Fracture","1","Action","X360","2008"
"Bomberman Land","4","Action","Nintendo Wii","2008"
"Nitrobike","4","Action,Racing / Driving,Sports","Nintendo Wii","2008"
"Culdcept Saga","4","Strategy","X360","2008"
"Facebreaker","2","Sports","PlayStation 3","2008"
"MLB Power Pros 2008","2","Sports","Nintendo Wii","2008"
"Mushroom Men: The Spore Wars","2","Action","Nintendo Wii","2008"
"Dragon Quest V: Hand of the Heavenly Bride","1","Role-Playing (RPG)","Nintendo DS","2008"
"Ninjatown","1","Strategy","Nintendo DS","2008"
"Super Dodgeball Brawlers","1","Action,Sports","Nintendo DS","2008"
"Dokapon Kingdom","1","Role-Playing (RPG),Strategy","Nintendo Wii","2008"
"Alone in the Dark","1","Action,Adventure,Racing / Driving","X360","2008"
"NBA 09: The Inside","4","Sports","PlayStation 3","2008"
"Sega Superstars Tennis","4","Sports","PlayStation 3","2008"
"Baja: Edge of Control","4","Racing / Driving,Simulation,Sports","X360","2008"
"Destroy All Humans! Big Willy Unleashed","2","Adventure","Nintendo Wii","2008"
"Space Invaders Extreme","1","Action","Nintendo DS","2008"
"Ultimate Band","1","Action,Simulation","Nintendo DS","2008"
"The Club","4","Action","PlayStation 3","2008"
"Madagascar: Escape 2 Africa","4","Action","PlayStation 3","2008"
"NBA Ballers: Chosen One","4","Sports","PlayStation 3","2008"
"Dream Pinball 3D","4","Simulation","Nintendo Wii","2008"
"Madagascar: Escape 2 Africa","4","Action","X360","2008"
"Pro Evolution Soccer 2008","2","Sports","Nintendo Wii","2008"
"Avalon Code","1","Action,Adventure,Role-Playing (RPG)","Nintendo DS","2008"
"Disgaea DS","1","Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Guitar Rock Tour","1","Simulation","Nintendo DS","2008"
"Lost in Blue 3","1","Role-Playing (RPG)","Nintendo DS","2008"
"Syberia","1","Adventure","Nintendo DS","2008"
"Afrika","1","Adventure,Simulation","PlayStation 3","2008"
"NFL Head Coach 09","1","Simulation,Sports,Strategy","PlayStation 3","2008"
"NHL 2K9","1","Sports","PlayStation 3","2008"
"Brothers in Arms: Double Time","1","Action,Strategy","Nintendo Wii","2008"
"ObsCure: The Aftermath","1","Action","Nintendo Wii","2008"
"MotoGP 08","1","Racing / Driving,Simulation,Sports","X360","2008"
"NFL Head Coach 09","1","Simulation,Sports,Strategy","X360","2008"
"NFL Tour","1","Action,Sports","X360","2008"
"Pinball Hall of Fame: The Williams Collection","4","Simulation","Sony PSP","2008"
"Baja: Edge of Control","4","Racing / Driving,Simulation,Sports","PlayStation 3","2008"
"NFL Tour","4","Action,Sports","PlayStation 3","2008"
"Wall-E","4","Action","PlayStation 3","2008"
"Ninja Reflex","4","Action","Nintendo Wii","2008"
"Conflict: Denied Ops","4","Action","X360","2008"
"Top Spin 3","4","Sports","X360","2008"
"Blitz: The League II","2","Action,Sports","PlayStation 3","2008"
"Hellboy: The Science of Evil","2","Action,Adventure","PlayStation 3","2008"
"Castlevania Judgment","2","Action","Nintendo Wii","2008"
"Death Jr. II: Root of Evil","2","Action","Nintendo Wii","2008"
"Raiden IV","2","Action","X360","2008"
"Metal Slug 7","1","Action","Nintendo DS","2008"
"Spider-Man: Web of Shadows","1","Action","Nintendo DS","2008"
"Trauma Center: Under The Knife 2","1","Action,Simulation","Nintendo DS","2008"
"Fracture","1","Action","PlayStation 3","2008"
"Alone in the Dark","1","Action,Adventure,Racing / Driving","Nintendo Wii","2008"
"Final Fantasy Fables: Chocobo's Dungeon","1","Action,Role-Playing (RPG)","Nintendo Wii","2008"
"The King of Fighters Collection: The Orochi Saga","1","Action","Nintendo Wii","2008"
"Klonoa: Door to Phantomile","1","Action","Nintendo Wii","2008"
"Samurai Warriors: Katana","1","Action","Nintendo Wii","2008"
"Battle of the Bands","2","Action,Simulation","Nintendo Wii","2008"
"Hellboy: The Science of Evil","2","Action,Adventure","X360","2008"
"Dragon Ball: Origins","1","Action,Adventure","Nintendo DS","2008"
"Ninja Reflex","1","Action","Nintendo DS","2008"
"Space Bust-A-Move","1","Strategy","Nintendo DS","2008"
"Top Spin 3","1","Sports","PlayStation 3","2008"
"UEFA Euro 2008","7","Sports","PlayStation 3","2008"
"Blast Works: Build, Trade, Destroy","4","Action","Nintendo Wii","2008"
"FIFA Street 3","4","Sports","X360","2008"
"Blitz: The League II","2","Action,Sports","X360","2008"
"Space Chimps","2","Action,Adventure","X360","2008"
"The Spiderwick Chronicles","2","Action,Adventure","X360","2008"
"Etrian Odyssey II: Heroes of Lagaard","1","Role-Playing (RPG)","Nintendo DS","2008"
"Line Rider 2: Unbound","1","Simulation,Sports","Nintendo DS","2008"
"The King of Fighters Collection: The Orochi Saga","1","Action","Sony PSP","2008"
"Target: Terror","1","Action","Nintendo Wii","2008"
"Legendary","1","Action","X360","2008"
"Universe at War: Earth Assault","1","Action,Strategy","X360","2008"
"Smash Court Tennis 3","4","Simulation,Sports","X360","2008"
"Code Lyoko: Fall of X.A.N.A","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"Knights in the Nightmare","1","Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Lock's Quest","1","Action,Adventure,Strategy","Nintendo DS","2008"
"Master of the Monster Lair","1","Role-Playing (RPG)","Nintendo DS","2008"
"N+","1","Action","Nintendo DS","2008"
"Pipe Mania","1","Strategy","Nintendo DS","2008"
"The Spiderwick Chronicles","1","Role-Playing (RPG)","Nintendo DS","2008"
"Summon Night: Twin Age","1","Role-Playing (RPG)","Nintendo DS","2008"
"Wild Arms XF","1","Role-Playing (RPG)","Sony PSP","2008"
"FIFA Street 3","1","Sports","PlayStation 3","2008"
"MotoGP 08","1","Racing / Driving,Simulation,Sports","PlayStation 3","2008"
"Harvey Birdman: Attorney at Law","1","Adventure","Nintendo Wii","2008"
"Let's Tap","1","Simulation","Nintendo Wii","2008"
"NHL 2K9","1","Sports","Nintendo Wii","2008"
"Conflict: Denied Ops","4","Action","PlayStation 3","2008"
"Worms: A Space Oddity","4","Action,Strategy","Nintendo Wii","2008"
"UEFA Euro 2008","4","Sports","X360","2008"
"Overlord: Raising Hell","2","Action,Strategy","PlayStation 3","2008"
"Battle Fantasia","2","Action,Role-Playing (RPG)","X360","2008"
"Bangai-O Spirits","1","Action","Nintendo DS","2008"
"Dungeon Explorer: Warriors of Ancient Arts","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"From the Abyss","1","Action,Role-Playing (RPG)","Nintendo DS","2008"
"New International Track & Field","1","Action,Sports","Nintendo DS","2008"
"Soul Bubbles","1","Strategy","Nintendo DS","2008"
"Tropix!","1","Action","Nintendo DS","2008"
"Unsolved Crimes","1","Action,Adventure,Racing / Driving","Nintendo DS","2008"
"Zubo","1","Adventure,Role-Playing (RPG),Strategy","Nintendo DS","2008"
"Ford Racing Off Road","1","Racing / Driving","Sony PSP","2008"
"Harvey Birdman: Attorney at Law","1","Adventure","Sony PSP","2008"
"Secret Agent Clank","1","Action","Sony PSP","2008"
"Space Invaders Extreme","1","Action","Sony PSP","2008"
"Armored Core: For Answer","1","Action","PlayStation 3","2008"
"Legendary","1","Action","PlayStation 3","2008"
"Agatha Christie: Evil Under the Sun","1","Adventure","Nintendo Wii","2008"
"Agatha Christie: And Then There Were None","1","Adventure","Nintendo Wii","2008"
"Armored Core: For Answer","1","Action","X360","2008"
"Cradle of Rome","1","Strategy","Nintendo DS","2008"
"The Dark Spire","1","Adventure,Role-Playing (RPG)","Nintendo DS","2008"
"Flower, Sun and Rain","1","Adventure","Nintendo DS","2008"
"Insecticide","1","Action,Adventure","Nintendo DS","2008"
"Izuna 2: The Unemployed Ninja Returns","1","Role-Playing (RPG)","Nintendo DS","2008"
"Looney Tunes: Cartoon Conductor","1","Action","Nintendo DS","2008"
"Nanostray 2","1","Action","Nintendo DS","2008"
"Hellboy: The Science of Evil","1","Action","Sony PSP","2008"
"Pipe Mania","1","Strategy","Sony PSP","2008"
"UEFA Euro 2008","1","Sports","Sony PSP","2008"
"Vampire Rain","1","Action","PlayStation 3","2008"
"Baroque","1","Action,Role-Playing (RPG)","Nintendo Wii","2008"
"Supreme Commander","1","Strategy","X360","2008"
"Hail to the Chimp","4","Action,Strategy","X360","2008"
"Assassin's Creed: Altar's Chronicles","1","Action","Nintendo DS","2008"
"The Legend of Kage 2","1","Action","Nintendo DS","2008"
"Rhapsody: A Musical Adventure","1","Role-Playing (RPG)","Nintendo DS","2008"
"Secret Files: Tunguska","1","Adventure","Nintendo DS","2008"
"Fading Shadows","1","Action,Adventure","Sony PSP","2008"
"Hail to the Chimp","1","Action,Strategy","PlayStation 3","2008"
"Secret Files: Tunguska","2","Adventure","Nintendo Wii","2008"
"Chicken Hunter","1","Action","Nintendo DS","2008"
